Geneid,N2,N2,R1,R2
LTB4R,74,75,31,25
ADCY4,123,313,104,100
RIPK3,139,133,102,65
NFATC4,432,679,47,59
NYNRIN,608,442,496,536
KHNYN,1046,563,544,528
CBLN3,52,50,8,6
SDR39U1,46,62,96,123
LOC101927045,34,17,10,3
CMA1,16,58,7,0
CTSG,64,131,4,0
GZMH,72,32,28,23
GZMB,122,37,12,20
STXBP6,26,125,4,14
NOVA1,48,106,8,6
LINC02294,0,0,0,0
LINC02293,0,0,0,0
MIR4307HG,0,0,0,0
MIR4307,0,0,0,0
LINC00645,0,0,0,0
MIR3171,0,0,0,0
FOXG1-AS1,0,0,0,0
FOXG1,0,0,119,93
LINC01551,0,1,0,2
PRKD1,157,199,362,362
G2E3,290,159,425,466
SCFD1,580,455,1234,1275
COCH,28,7,34,47
LOC100506071,1,0,6,2
STRN3,347,369,890,937
MIR624,0,0,11,18
AP4S1,78,65,72,84
HECTD1,1956,1002,4930,4850
HEATR5A,599,372,618,671
HEATR5A-DT,2,0,0,0
DTD2,170,93,43,44
GPR33,2,0,0,2
NUBPL,151,105,250,220
ARHGAP5-AS1,28,8,0,0
ARHGAP5,1525,941,3346,3301
RNU6-7,0,0,0,0
RNU6-8,0,0,0,0
AKAP6,59,390,82,71
NPAS3,10,14,18,33
EGLN3,511,273,258,234
SPTSSA,488,592,36,52
EAPP,373,217,392,325
RNU1-27P,0,0,0,0
RNU1-28P,0,0,0,0
SNX6,1429,864,954,848
CFL2,386,1758,574,541
BAZ1A,996,451,2629,2636
IGBP1P1,1,3,2,2
SRP54,698,420,921,927
FAM177A1,340,261,286,305
LOC101927178,0,0,1,0
PPP2R3C,274,226,342,316
PRORP,441,187,329,377
PSMA6,876,525,1026,973
NFKBIA,1160,2673,1590,1507
INSM2,0,2,2,0
RALGAPA1,435,318,1441,1303
BRMS1L,127,125,67,111
LINC00609,0,0,0,0
PTCSC3,0,0,0,0
NA,0,0,0,0
MBIP,162,166,264,297
SFTA3,0,0,0,0
NKX2-1,0,0,0,0
NKX2-1-AS1,0,0,0,0
NKX2-8,0,0,0,0
PAX9,28,14,12,6
SLC25A21,20,6,10,8
MIR4503,0,0,0,0
SLC25A21-AS1,13,16,0,0
MIPOL1,155,58,190,179
FOXA1,1125,266,2995,3112
TTC6,38,7,940,955
SSTR1,9,21,0,0
CLEC14A,179,270,50,41
NA,0,0,0,0
LINC00639,6,18,2,0
SEC23A,1120,1547,1390,1321
GEMIN2,53,38,83,60
TRAPPC6B,382,370,419,432
PNN,918,819,7936,7902
NA,0,7,6,6
MIA2,446,349,2535,2421
MIA2-AS1,0,0,0,0
FBXO33,269,242,185,169
LINC02315,2,0,0,0
LRFN5,62,119,22,16
FSCB,0,0,2,2
C14orf28,100,113,34,26
LOC101927418,4,1,0,0
KLHL28,325,198,276,181
TOGARAM1,466,253,955,884
PRPF39,328,307,703,671
SNORD127,0,1,0,0
FKBP3,496,324,595,516
FANCM,113,66,705,579
MIS18BP1,645,361,1205,1235
LINC00871,0,0,0,0
RPL10L,0,0,0,0
MDGA2,0,1,0,0
MIR548Y,0,0,0,0
LINC00648,0,0,2,0
RPS29,657,278,1809,1850
RN7SL1,69,18,181,189
LRR1,94,61,66,76
RPL36AL,832,493,256,269
MGAT2,492,351,382,408
DNAAF2,165,73,374,400
POLE2,27,11,100,98
KLHDC1,55,82,132,99
KLHDC2,568,447,732,753
NEMF,685,509,2261,2261
RN7SL2,31,6,203,162
ARF6,1719,1000,206,242
MIR6076,0,0,0,0
LINC01588,43,6,1,3
NA,6,4,0,0
LINC01599,0,0,4,12
VCPKMT,82,73,47,54
SOS2,828,622,2133,1963
L2HGDH,155,84,146,145
MIR4504,0,0,0,0
DMAC2L,190,77,124,109
CDKL1,160,74,148,154
MAP4K5,912,573,1762,1848
ATL1,154,160,230,222
SAV1,389,426,231,206
NIN,1471,708,1595,1517
ABHD12B,5,1,78,57
PYGL,1379,301,974,1040
TRIM9,31,30,16,10
TMX1,1237,468,481,469
LINC00640,0,3,0,0
FRMD6-AS2,0,1,2,0
FRMD6,987,1084,666,704
FRMD6-AS1,2,3,0,0
GNG2,551,393,18,8
LOC102723604,0,0,8,9
RTRAF,916,644,666,745
NID2,479,517,192,163
PTGDR,29,9,6,4
PTGER2,123,51,2,14
TXNDC16,172,139,241,155
GPR137C,12,12,3,1
ERO1A,1882,720,1143,1030
PSMC6,750,415,741,697
STYX,404,228,182,160
GNPNAT1,463,264,114,152
FERMT2,803,2531,121,88
DDHD1,426,192,651,622
DDHD1-DT,0,0,0,0
MIR5580,0,0,0,0
BMP4,315,311,102,70
CDKN3,40,24,92,74
CNIH1,722,529,332,307
GMFB,943,440,207,169
CGRRF1,128,96,47,63
SAMD4A,240,410,300,232
GCH1,307,142,280,259
MIR4308,0,0,0,0
WDHD1,109,66,267,234
SOCS4,532,305,333,355
MAPK1IP1L,834,685,301,278
LGALS3,1128,1729,727,689
DLGAP5,142,44,322,280
FBXO34,580,346,358,370
ATG14,352,235,199,208
TBPL2,0,0,11,3
KTN1-AS1,3,5,0,0
KTN1,4314,2160,7952,7521
RPL13AP3,1,0,27,28
LINC00520,0,0,0,0
PELI2,287,316,82,123
TMEM260,314,179,350,311
OTX2,0,0,0,0
OTX2-AS1,0,0,0,0
EXOC5,1028,717,867,906
AP5M1,799,366,536,554
NAA30,392,239,250,238
CCDC198,11,0,45,30
SLC35F4,0,2,16,32
ARMH4,38,49,19,27
ACTR10,536,435,496,555
TRK-CTT1-1,0,0,0,0
PSMA3,563,354,1096,1069
PSMA3-AS1,420,296,23,23
ARID4A,591,397,1434,1363
TOMM20L,3,1,3,10
TIMM9,153,139,131,127
KIAA0586,245,203,822,765
DACT1,161,310,56,53
LINC01500,0,0,0,0
DAAM1,561,399,578,551
GPR135,30,29,15,2
L3HYPDH,123,125,81,101
JKAMP,392,320,451,507
CCDC175,0,0,6,2
RTN1,61,49,8,16
MIR5586,0,0,0,0
LRRC9,0,0,54,48
PCNX4,452,426,918,916
DHRS7,565,328,390,441
PPM1A,898,569,524,448
C14orf39,0,0,27,26
SIX6,0,0,0,0
NA,0,0,0,0
SALRNA1,0,0,0,0
SIX1,51,18,10,12
SIX4,140,16,45,72
MNAT1,109,105,237,221
TRMT5,260,142,224,191
SLC38A6,99,99,304,220
TMEM30B,614,269,66,71
PRKCH,792,504,449,446
LINC01303,3,6,1,0
FLJ22447,5,1,0,4
HIF1A-AS1,0,0,0,0
HIF1A,2901,1677,3284,3210
HIF1A-AS2,1,0,0,0
SNAPC1,279,115,150,143
SYT16,7,0,29,26
LINC00643,4,10,0,0
LINC00644,0,0,0,0
KCNH5,0,0,0,0
RHOJ,229,558,15,9
GPHB5,0,0,0,0
PPP2R5E,710,448,566,556
WDR89,210,95,73,80
SGPP1,430,239,44,48
SYNE2,1467,443,15473,15562
MIR548H1,0,0,0,0
ESR2,27,21,33,26
TEX21P,1,0,6,14
MTHFD1,529,385,1780,1729
ZBTB25,88,65,115,111
AKAP5,63,24,26,36
ZBTB1,873,506,757,723
HSPA2-AS1,4,0,0,0
HSPA2,121,375,79,43
PPP1R36,37,2,39,25
PLEKHG3,313,476,581,517
SPTB,35,34,186,171
MIR7855,0,0,0,0
CHURC1-FNTB,0,0,0,0
CHURC1,722,674,21,22
GPX2,1851,594,692,677
RAB15,998,273,457,427
FNTB,3,5,20,23
MAX,589,423,638,656
MIR4706,0,0,0,0
LOC100506321,3,2,4,18
LINC02324,0,0,0,0
MIR4708,0,0,0,0
FUT8-AS1,3,0,5,7
FUT8,483,448,570,660
MIR625,0,0,4,7
NA,0,0,0,0
CCDC196,0,0,0,0
GPHN,129,130,580,644
FAM71D,1,0,11,19
PALS1,606,293,660,647
ATP6V1D,528,420,434,459
EIF2S1,671,547,422,413
PLEK2,102,32,159,107
MIR5694,0,0,0,0
TMEM229B,218,89,16,35
PLEKHH1,178,36,814,718
PIGH,119,86,41,48
ARG2,202,212,250,253
VTI1B,253,229,154,118
RDH11,621,500,194,188
RDH12,1,3,52,27
ZFYVE26,631,403,2023,2022
RAD51B,66,63,161,166
LOC100996664,2,2,0,0
ZFP36L1,5218,5314,1247,1255
NA,4,0,0,0
ACTN1,2300,6085,415,417
ACTN1-DT,0,0,0,0
DCAF5,902,744,956,955
EXD2,359,200,230,196
GALNT16,31,122,2,4
ERH,495,286,299,301
SLC39A9,888,505,332,299
NA,0,0,0,0
PLEKHD1,0,6,5,16
CCDC177,0,0,0,0
SUSD6,816,631,166,141
LOC100289511,6,5,34,21
SRSF5,1706,1466,3420,3289
SLC10A1,0,1,59,59
SMOC1,37,13,8,6
SLC8A3,17,5,0,8
ADAM21P1,0,0,4,1
COX16,41,34,26,26
SYNJ2BP-COX16,0,0,0,0
NA,0,1,0,0
SYNJ2BP,659,363,8,11
ADAM21,2,0,45,53
ADAM20P1,2,6,20,24
ADAM20,1,0,104,52
MED6,214,161,343,294
TTC9-DT,1,0,0,0
TTC9,178,64,48,53
LINC01269,2,0,0,0
MAP3K9,152,32,126,112
PCNX1,1363,639,2570,2510
LOC105370706,0,0,0,0
SIPA1L1,660,443,1383,1316
SNORD56B,0,0,0,0
LOC145474,0,0,0,0
RGS6,12,8,97,106
MIR7843,0,0,0,0
DPF3,17,30,6,10
DCAF4,95,100,93,95
TRC-GCA8-1,0,0,0,0
ZFYVE1,307,300,202,181
RBM25,1331,776,5558,5466
PSEN1,1239,546,1350,1156
PAPLN,358,184,72,64
PAPLN-AS1,11,8,0,0
NUMB,827,796,770,770
LOC101928143,6,3,0,0
HEATR4,1,3,71,89
RIOX1,83,27,102,68
ACOT1,17,20,20,27
ACOT2,121,101,67,72
ACOT4,14,5,14,8
ACOT6,0,0,0,1
DNAL1,169,142,96,84
PNMA1,366,714,20,26
MIDEAS,440,596,480,456
MIR4505,0,0,0,0
LOC100506476,30,11,0,0
PTGR2,85,82,160,135
ZNF410,415,393,584,586
FAM161B,86,108,53,67
COQ6,128,78,619,534
ENTPD5,681,493,365,325
BBOF1,70,96,110,94
ALDH6A1,400,286,200,295
LIN52,120,132,24,15
VSX2,0,1,0,0
ABCD4,271,298,289,284
VRTN,2,0,0,0
SYNDIG1L,0,0,0,0
NPC2,1142,1137,1271,1226
MIR4709,0,0,0,0
ISCA2,122,34,25,29
LTBP2,1055,1143,623,591
AREL1,671,303,506,457
FCF1,444,283,452,342
YLPM1,907,422,4130,4018
PROX2,20,7,34,36
DLST,666,624,574,609
RPS6KL1,13,34,17,45
PGF,39,82,14,22
EIF2B2,207,209,372,394
MLH3,281,205,2713,2569
ACYP1,42,9,65,77
ZC2HC1C,12,18,52,30
NEK9,1144,876,486,453
TMED10,3289,2163,1374,1324
FOS,5862,9640,3146,3005
LINC01220,7,5,0,0
JDP2-AS1,9,3,0,0
JDP2,152,274,12,20
BATF,114,31,51,78
LOC102724153,0,0,0,0
FLVCR2,86,39,182,166
NA,0,0,0,2
ERG28,315,182,105,119
TTLL5,303,208,1424,1402
TGFB3,362,791,73,75
IFT43,107,100,307,282
GPATCH2L,565,359,441,425
ESRRB,6,2,8,16
VASH1,384,302,100,68
VASH1-AS1,23,16,5,2
ANGEL1,334,196,119,120
LRRC74A,0,0,7,4
IRF2BPL,291,265,98,87
LOC105370579,0,4,0,0
LINC02288,0,0,0,0
LINC02289,0,0,0,0
CIPC,455,535,170,126
ZDHHC22,0,2,0,0
TMEM63C,2,2,17,8
NGB,0,0,0,4
MIR1260A,0,0,0,0
POMT2,146,113,682,579
GSTZ1,149,64,95,82
TMED8,496,246,51,69
SAMD15,16,7,66,59
NOXRED1,7,4,21,20
VIPAS39,255,218,765,761
AHSA1,511,547,560,520
ISM2,0,0,0,0
SPTLC2,1497,613,1330,1363
ALKBH1,79,102,38,51
SLIRP,56,61,382,359
SNW1,685,501,569,492
C14orf178,0,1,6,2
ADCK1,84,60,80,44
NRXN3,141,208,106,121
DIO2,266,78,3,4
DIO2-AS1,0,0,0,0
CEP128,103,73,378,359
TSHR,13,16,69,70
GTF2A1,888,371,598,566
SNORA79,0,0,20,16
STON2,463,95,724,610
LINC02308,0,2,0,0
SEL1L,2579,1503,643,569
LINC01467,0,0,0,0
LINC00911,0,0,0,0
FLRT2,279,488,8,13
LINC02328,9,2,0,0
LINC01148,0,0,0,0
GALC,508,327,560,532
GPR65,188,95,20,36
LINC01147,0,0,0,0
LINC01146,2,0,0,0
KCNK10,4,0,0,0
SPATA7,100,70,469,345
PTPN21,277,305,386,348
ZC3H14,550,442,2017,1885
EML5,52,49,273,200
TTC8,301,251,1113,1140
FOXN3,1437,1500,133,138
FOXN3-AS1,5,1,12,8
FOXN3-AS2,0,0,0,0
EFCAB11,80,36,159,131
TDP1,236,102,672,651
NA,0,0,0,0
KCNK13,8,9,2,0
PSMC1,667,506,520,536
NRDE2,210,111,403,387
CALM1,3422,3934,803,751
LINC00642,0,0,0,0
TTC7B,222,186,234,200
LOC101928909,0,0,0,0
RPS6KA5,171,168,347,387
DGLUCY,644,573,562,551
SNORA11B,0,0,0,1
GPR68,149,67,12,16
CCDC88C,468,437,711,678
PPP4R3A,1125,609,1716,1541
CATSPERB,0,0,22,26
TC2N,18,19,0,0
FBLN5,750,1160,134,129
TRIP11,803,458,4088,4085
ATXN3,342,198,626,591
NDUFB1,80,48,611,637
CPSF2,944,578,933,858
SLC24A4,42,34,0,2
LOC105370707,2,0,0,0
RIN3,182,331,116,103
LGMN,1813,2126,575,535
GOLGA5,508,501,844,925
CHGA,0,0,0,0
ITPK1,104,194,4,28
ITPK1-AS1,0,0,0,0
MOAP1,21,26,0,0
TMEM251,4,7,0,2
GON7,0,8,0,0
UBR7,94,8,54,32
BTBD7,124,29,6,10
UNC79,1,0,0,1
COX8C,0,0,0,0
PRIMA1,4,4,0,0
FAM181A-AS1,0,0,0,0
FAM181A,0,0,0,0
ASB2,30,207,0,0
MIR4506,0,0,0,0
CCDC197,0,0,0,0
OTUB2,6,0,0,0
DDX24,124,276,11,2
IFI27L1,11,17,2,0
IFI27,34,40,4,11
IFI27L2,4,0,2,2
PPP4R4,0,0,2,0
SERPINA10,0,0,0,0
SERPINA6,0,0,0,0
SERPINA2,0,0,0,0
SERPINA1,103,158,10,2
SERPINA11,0,0,0,0
SERPINA9,0,0,0,0
SERPINA12,0,0,0,0
SERPINA4,0,0,0,0
SERPINA5,11,10,0,0
SERPINA3,149,241,6,1
SERPINA13P,0,0,0,0
GSC,1,0,9,6
DICER1,1605,608,6469,6333
MIR3173,0,0,0,0
DICER1-AS1,17,11,0,1
CLMN,592,200,535,540
LINC02292,0,0,0,0
NA,59,26,0,0
SYNE3,90,58,33,22
NA,0,0,0,0
SNHG10,19,10,1,0
SCARNA13,0,0,0,0
GLRX5,229,184,89,94
TCL6,0,0,0,0
TCL1B,0,0,0,0
TCL1A,50,3,4,2
TUNAR,0,0,0,0
C14orf132,207,346,5,2
BDKRB2,534,863,4,6
BDKRB1,5,227,8,4
ATG2B,619,370,1398,1357
GSKIP,363,199,42,36
AK7,7,6,9,6
PAPOLA-DT,0,2,0,0
PAPOLA,2636,1623,3662,3593
VRK1,136,65,492,496
LINC00618,0,0,0,2
LINC02325,3,0,0,0
LINC02291,0,0,0,0
LINC01550,17,2,14,22
LINC02914,0,0,0,0
BCL11B,213,49,67,63
SETD3,651,784,506,502
CCNK,358,293,873,873
CCDC85C,214,320,35,22
HHIPL1,35,32,2,2
CYP46A1,2,8,2,4
EML1,205,919,101,116
EVL,451,459,370,311
MIR151B,0,0,1,1
MIR342,0,0,3,1
DEGS2,58,28,28,47
YY1,856,547,962,871
MIR6764,0,0,3,8
SLC25A29,113,229,220,232
MIR345,0,0,0,0
SLC25A47,0,0,2,0
WARS1,1745,1483,671,599
WDR25,49,36,74,75
BEGAIN,4,0,12,8
LINC00523,0,0,0,0
DLK1,1,0,0,0
MIR2392,0,0,0,0
MEG3,234,664,24,12
MIR770,0,0,0,0
MIR493,0,0,0,0
MIR337,0,0,0,0
MIR665,0,0,0,0
RTL1,0,2,0,2
MIR431,0,0,0,0
MIR433,0,0,0,0
MIR127,0,0,0,0
MIR432,0,0,0,0
MIR136,0,0,0,0
MEG8,4,0,0,0
SNORD112,0,0,0,0
MIR370,0,0,0,0
SNORD113-1,0,0,0,3
SNORD113-2,0,0,2,0
SNORD113-3,0,1,6,2
SNORD113-4,0,0,1,0
SNORD113-5,0,0,2,0
SNORD113-6,0,0,4,0
SNORD113-7,0,0,0,0
SNORD113-8,0,0,2,0
SNORD113-9,0,0,0,1
SNORD114-1,0,0,0,0
SNORD114-2,0,0,0,0
SNORD114-3,0,0,2,0
SNORD114-4,0,0,2,0
SNORD114-5,0,0,0,1
SNORD114-6,0,0,0,2
SNORD114-7,0,0,0,0
SNORD114-8,0,0,0,0
SNORD114-9,0,0,1,2
SNORD114-10,0,0,0,3
NA,2,0,0,0
SNORD114-11,0,0,0,3
SNORD114-12,0,0,0,0
SNORD114-13,0,0,0,0
SNORD114-14,0,0,2,0
SNORD114-15,0,0,1,0
SNORD114-16,0,0,0,1
SNORD114-17,0,0,0,0
SNORD114-18,0,0,0,0
SNORD114-19,0,0,0,0
SNORD114-20,0,1,0,1
SNORD114-21,0,0,5,0
SNORD114-22,0,0,2,0
SNORD114-23,0,0,0,2
SNORD114-24,0,0,0,2
SNORD114-25,0,0,0,0
SNORD114-26,0,0,0,0
SNORD114-27,0,0,0,2
SNORD114-28,0,0,3,4
SNORD114-29,0,0,0,0
SNORD114-30,0,0,2,0
SNORD114-31,0,0,0,1
MIR379,0,0,0,0
MIR411,0,0,0,0
MIR299,0,0,0,0
MIR380,0,0,0,0
MIR1197,0,0,0,0
MIR323A,0,0,0,0
MIR758,0,0,0,0
MIR329-1,0,0,0,0
MIR329-2,0,0,0,0
MIR494,0,0,0,0
MIR1193,0,0,0,0
MIR543,0,0,0,0
MIR495,0,0,0,0
MIR376C,0,0,0,0
MIR376A2,0,0,0,0
MIR654,0,0,0,0
MIR376B,0,0,0,0
MIR376A1,0,0,0,0
MIR300,0,0,0,0
MIR1185-1,0,0,0,0
MIR1185-2,0,0,0,0
MIR381HG,0,0,0,0
MIR381,0,0,0,0
MIR487B,0,0,0,0
MIR539,0,0,0,0
MIR889,0,0,0,0
MIR544A,0,0,1,1
MIR655,0,0,0,0
MIR487A,0,0,0,0
MIR382,0,0,0,0
MIR134,0,0,0,0
MIR668,0,0,0,0
MIR485,0,0,0,0
MIR323B,0,0,0,0
MIR154,0,0,0,0
MIR496,0,0,0,0
MIR377,0,0,0,0
MIR541,0,0,2,2
MIR409,0,0,0,0
MIR412,0,0,0,1
MIR369,0,0,0,0
MIR410,0,0,0,0
MIR656,0,1,2,3
MEG9,4,6,0,0
LINC00524,1,1,0,0
DIO3OS,5,4,0,0
MIR1247,0,0,0,0
DIO3,10,14,0,0
LINC00239,0,1,8,1
PPP2R5C,1348,1176,1126,1052
DYNC1H1,3243,1918,19159,18656
HSP90AA1,10512,6447,19089,18506
WDR20,263,160,548,568
MOK,30,84,107,94
TRI-AAT5-4,0,0,0,0
ZNF839,109,108,208,238
CINP,127,102,77,89
TECPR2,348,338,265,278
ANKRD9,164,121,6,10
MIR4309,0,0,0,0
RCOR1,509,411,393,408
TRAF3,555,266,856,799
AMN,0,0,21,14
CDC42BPB,1452,1419,2146,2033
EXOC3L4,15,4,4,8
TNFAIP2,5567,2316,6371,6072
LINC00605,2,2,0,0
EIF5,2785,1722,1542,1531
SNORA28,1,0,82,89
MARK3,654,570,1658,1736
CKB,126,1240,21,19
TRMT61A,49,80,38,22
BAG5,692,456,335,421
COA8,145,119,255,280
KLC1,557,615,1772,1843
XRCC3,76,51,503,499
ZFYVE21,402,360,113,106
PPP1R13B,297,346,648,590
PPP1R13B-DT,0,0,0,0
ATP5MJ,254,132,340,361
TDRD9,4,0,8,4
RD3L,0,0,0,0
NA,0,0,0,0
ASPG,1,5,19,21
MIR203A,0,0,0,0
MIR203B,0,0,0,0
KIF26A-DT,2,0,0,0
KIF26A,8,19,10,10
NA,0,0,0,0
C14orf180,0,0,0,0
TMEM179,0,0,0,0
MIR4710,0,0,0,0
INF2,379,499,1957,1997
ADSS1,19,38,65,53
SIVA1,81,54,63,52
AKT1,1132,1382,770,710
ZBTB42,98,32,16,24
LINC00638,0,6,0,0
CEP170B,214,190,1149,1030
PLD4,53,15,0,6
AHNAK2,223,984,355,335
CLBA1,57,46,125,97
CDCA4,88,57,11,8
GPR132,58,38,24,17
LINC02298,5,1,0,0
JAG2,115,105,501,467
MIR6765,0,0,0,0
NUDT14,63,21,25,36
BRF1,166,153,236,212
BTBD6,358,347,176,197
PACS2,306,468,457,467
TEX22,1,4,5,2
LOC100507437,6,17,0,0
MTA1,230,252,675,661
CRIP2,211,491,115,111
NA,1,2,0,0
CRIP1,107,161,20,15
TEDC1,12,14,34,42
TMEM121,2,1,2,2
IGHA2,821,275,8,93
IGHE,0,0,0,0
MIR8071-1,0,0,0,0
IGHG4,3493,1919,133,141
MIR8071-2,1,1,0,0
IGHG2,5853,4131,575,443
ELK2AP,37,38,0,0
IGHA1,2805,3337,12,66
IGHG1,12586,12587,1021,857
IGHG3,4619,3717,262,247
IGHD,18,3,0,0
IGHM,1128,341,4,0
MIR4539,0,0,0,0
MIR4507,0,0,0,0
MIR4538,0,0,0,0
MIR4537,0,1,0,0
IGHJ6,5,6,1,1
IGHJ5,0,0,0,0
IGHJ4,1,0,2,0
IGHJ3,3,0,0,0
IGHJ2P,0,0,0,0
IGHJ2,0,0,0,0
IGHJ1,0,0,0,0
IGHD7-27,0,0,0,0
IGHD1-26,0,0,0,0
IGHD6-25,0,0,0,0
IGHD5-24,0,0,0,0
IGHD4-23,0,0,0,0
IGHD3-22,0,0,0,0
IGHD2-21,0,0,0,0
IGHD1-20,0,0,0,0
IGHD6-19,0,0,0,0
IGHD5-18,0,0,0,0
IGHD4-17,0,1,0,0
IGHD3-16,0,0,0,0
IGHD2-15,0,0,0,0
IGHD1-14,0,0,0,0
IGHD6-13,0,0,0,0
IGHD5-12,0,0,0,0
IGHD4-11,0,0,0,1
IGHD3-10,0,0,0,0
IGHD3-9,1,0,0,0
IGHD2-8,0,0,0,0
IGHD1-7,0,0,0,0
IGHD6-6,0,0,0,0
IGHD5-5,0,0,0,0
IGHD4-4,0,0,0,0
IGHD3-3,0,0,0,0
IGHD2-2,1,0,0,0
FAM30A,19,4,0,0
IGHD1-1,0,0,0,0
IGHV6-1,28,4,0,0
IGHVII-1-1,0,0,0,0
ADAM6,0,0,0,0
IGHV1-2,90,42,16,12
IGHVIII-2-1,0,0,0,0
IGHV1-3,49,71,0,1
IGHV4-4,123,2,3,4
IGHV2-5,13,50,35,3
IGHVIII-5-1,0,0,0,0
IGHVIII-5-2,0,0,0,0
IGHV3-6,0,0,0,0
IGHV3-7,37,74,17,11
IGHV3-11,48,50,82,2
IGHVIII-11-1,0,0,0,0
IGHV1-12,0,0,0,0
IGHV3-13,120,19,0,2
IGHVIII-13-1,0,0,0,0
IGHV1-14,0,0,0,0
IGHV3-15,55,13,18,14
IGHVII-15-1,0,0,0,0
IGHV3-16,1,0,0,0
IGHVIII-16-1,0,0,0,0
IGHV1-17,0,0,0,0
IGHV1-18,324,52,34,3
IGHV3-19,0,0,0,0
IGHV3-20,9,1,2,8
IGHVII-20-1,0,0,0,0
IGHV3-21,193,52,2,1
IGHV3-22,0,0,0,0
IGHVII-22-1,0,0,0,0
IGHVIII-22-2,0,0,0,0
IGHV3-23,255,172,44,120
IGHV1-24,147,24,16,12
LINC00226,0,0,0,0
IGHV3-25,0,0,0,0
IGHVIII-25-1,0,0,0,0
IGHV2-26,26,17,0,0
IGHVIII-26-1,0,0,0,0
IGHVII-26-2,0,0,0,0
IGHV7-27,0,0,0,0
IGHV4-28,44,120,3,17
IGHVII-28-1,0,0,0,0
IGHV3-29,0,0,0,0
IGHV3-30,40,18,0,2
IGHVII-30-1,0,0,0,0
IGHV3-30-2,0,0,0,0
IGHV4-31,3,72,0,0
IGHVII-31-1,0,0,0,0
IGHV3-32,0,0,0,0
IGHV3-33,294,218,32,38
IGHVII-33-1,0,0,0,0
IGHV4-34,11,5,0,2
IGHV7-34-1,0,0,0,0
IGHV3-35,0,0,0,0
IGHV3-36,0,0,0,0
IGHV3-37,0,0,0,0
IGHV3-38,0,0,0,0
IGHVIII-38-1,0,0,0,0
IGHV4-39,13,34,1,0
IGHV7-40,0,0,0,0
IGHVII-40-1,0,0,0,0
IGHV3-41,0,0,0,0
IGHV3-42,0,0,0,0
IGHV3-43,4,2,0,0
IGHVII-43-1,0,0,0,0
IGHVIII-44,0,0,0,0
LINC00221,0,0,0,0
IGHVIV-44-1,0,0,0,0
IGHVII-44-2,0,0,0,0
IGHV1-45,0,1,0,0
IGHV1-46,1,7,3,4
IGHV3-47,0,0,0,0
IGHVIII-47-1,0,0,0,0
IGHV3-48,11,5,0,1
IGHV3-49,3,6,0,0
IGHVII-49-1,0,0,0,0
IGHV3-50,0,0,0,0
IGHV5-51,4,6,0,0
IGHV8-51-1,0,0,0,0
IGHVII-51-2,0,0,0,0
IGHV3-52,0,0,0,0
IGHV3-53,1,1,0,0
IGHVII-53-1,0,0,0,0
IGHV3-54,0,0,0,0
IGHV4-55,11,33,0,15
IGHV7-56,0,1,0,0
IGHV3-57,0,0,0,0
IGHV1-58,2,0,0,0
IGHV4-59,16,12,2,1
IGHV3-60,0,0,0,0
IGHVII-60-1,0,0,0,0
IGHV4-61,40,14,0,3
IGHV3-62,0,0,0,0
IGHVII-62-1,0,0,0,0
IGHV3-63,0,0,0,0
IGHV3-64,1,1,0,0
IGHV3-65,2,0,0,0
IGHVII-65-1,0,0,0,0
IGHV3-66,1,2,4,0
IGHV1-67,0,0,0,0
IGHVII-67-1,0,0,0,0
IGHVIII-67-2,0,0,0,0
IGHVIII-67-3,0,0,0,0
IGHVIII-67-4,0,0,0,0
IGHV1-68,0,0,0,0
IGHV1-69,16,16,0,1
IGHV2-70,12,125,5,5
IGHV3-71,1,0,1,0
IGHV3-72,22,1,4,0
IGHV3-73,4,9,0,0
IGHV3-74,51,11,2,0
IGHVII-74-1,0,0,0,0
IGHV3-75,0,0,0,0
IGHV3-76,0,0,0,0
IGHVIII-76-1,0,0,0,0
MIR5195,2,0,0,0
IGHV5-78,3,0,0,0
IGHVII-78-1,1,0,0,0
IGHV3-79,0,0,0,0
IGHV4-80,1,0,9,6
IGHV7-81,0,0,14,14
IGHVIII-82,0,0,0,0
NA,1,0,0,0
NA,0,0,0,0
CHEK2P2,0,1,0,0
NA,0,0,0,0
HERC2P3,94,95,63,142
LOC100996379,0,0,0,0
GOLGA6L6,0,0,0,0
GOLGA8CP,0,0,0,0
NBEAP1,4,2,4,2
MIR3118-2,0,0,0,0
POTEB2,0,0,0,0
MIR5701-1,0,0,0,0
LINC01193,0,0,0,0
LOC646214,2,0,1,2
CXADRP2,2,0,0,0
MIR3118-3,0,0,0,0
POTEB3,0,0,0,0
MIR5701-2,0,0,0,0
LINC02203,0,0,0,0
OR4N4C,0,0,0,0
LOC102724760,0,0,6,0
LOC102724971,21,1,0,0
MIR3118-4,0,0,0,0
POTEB,0,0,0,0
NF1P2,0,0,0,0
MIR5701-3,0,0,0,0
LOC101927079,0,0,0,0
OR4M2,0,0,0,0
OR4N4,0,0,0,0
OR4N3P,0,0,0,0
LOC642131,4,1,0,0
LOC101928039,0,0,0,0
MIR1268A,0,0,0,0
REREP3,0,1,0,0
GOLGA8EP,0,0,0,0
GOLGA6L22,0,0,2,2
HERC2P7,0,0,0,0
HERC2P2,716,1143,1939,1882
GOLGA8IP,0,0,0,0
WHAMMP3,22,17,7,10
LOC283683,5,4,1,0
NA,0,0,0,0
NIPA1,283,174,82,107
NIPA2,725,447,331,306
CYFIP1,751,542,679,394
